Parameter,Region,Crop,Input,Level
Beta,ot2,POTATO,SUPPL,0
Beta,ot2,PRTOM,LAND,0.13
Beta,ot2,PRTOM,WATER,0.86
Beta,ot2,PRTOM,LABOR,0
Beta,ot2,PRTOM,SUPPL,0.01
Beta,ot2,RICE,LAND,0
Beta,ot2,RICE,WATER,0
Beta,ot2,RICE,LABOR,0
Beta,ot2,RICE,SUPPL,0
Beta,ot2,SAFLR,LAND,0
Beta,ot2,SAFLR,WATER,0
Beta,ot2,SAFLR,LABOR,0
Beta,ot2,SAFLR,SUPPL,0
Beta,ot2,SBEET,LAND,0
Beta,ot2,SBEET,WATER,0
Beta,ot2,SBEET,LABOR,0
Beta,ot2,SBEET,SUPPL,0
Beta,ot2,SUBTRP,LAND,0
Beta,ot2,SUBTRP,WATER,0
Beta,ot2,SUBTRP,LABOR,0
Beta,ot2,SUBTRP,SUPPL,0
Beta,ot2,VINE,LAND,0.03
Beta,ot2,VINE,WATER,0.97
Beta,ot2,VINE,LABOR,0
Beta,ot2,VINE,SUPPL,0
Beta,ot3,ALFAL,LAND,0
Beta,ot3,ALFAL,WATER,0
Beta,ot3,ALFAL,LABOR,0
Beta,ot3,ALFAL,SUPPL,0
Beta,ot3,ALPIS,LAND,0
Beta,ot3,ALPIS,WATER,0.98
Beta,ot3,ALPIS,LABOR,0
Beta,ot3,ALPIS,SUPPL,0.02
Beta,ot3,CORN,LAND,0
Beta,ot3,CORN,WATER,0
Beta,ot3,CORN,LABOR,0
Beta,ot3,CORN,SUPPL,0
Beta,ot3,COTTN,LAND,0
Beta,ot3,COTTN,WATER,0
Beta,ot3,COTTN,LABOR,0
Beta,ot3,COTTN,SUPPL,0
Beta,ot3,CUCUR,LAND,0
Beta,ot3,CUCUR,WATER,0
Beta,ot3,CUCUR,LABOR,0
Beta,ot3,CUCUR,SUPPL,0
Beta,ot3,DRYBN,LAND,0
Beta,ot3,DRYBN,WATER,0
Beta,ot3,DRYBN,LABOR,0
Beta,ot3,DRYBN,SUPPL,0
Beta,ot3,FRTOM,LAND,0
Beta,ot3,FRTOM,WATER,0
Beta,ot3,FRTOM,LABOR,0
Beta,ot3,FRTOM,SUPPL,0
Beta,ot3,GRAIN,LAND,0
Beta,ot3,GRAIN,WATER,0
Beta,ot3,GRAIN,LABOR,0
Beta,ot3,GRAIN,SUPPL,0
Beta,ot3,ONGAR,LAND,0
Beta,ot3,ONGAR,WATER,0
Beta,ot3,ONGAR,LABOR,0
Beta,ot3,ONGAR,SUPPL,0
Beta,ot3,OTHDEC,LAND,0
Beta,ot3,OTHDEC,WATER,0
Beta,ot3,OTHDEC,LABOR,0
Beta,ot3,OTHDEC,SUPPL,0
Beta,ot3,OTHFLD,LAND,0
Beta,ot3,OTHFLD,WATER,0
Beta,ot3,OTHFLD,LABOR,0
Beta,ot3,OTHFLD,SUPPL,0
Beta,ot3,OTHTRK,LAND,0
Beta,ot3,OTHTRK,WATER,0
Beta,ot3,OTHTRK,LABOR,0
Beta,ot3,OTHTRK,SUPPL,0
Beta,ot3,PASTR,LAND,0
Beta,ot3,PASTR,WATER,0
Beta,ot3,PASTR,LABOR,0
Beta,ot3,PASTR,SUPPL,0
Beta,ot3,POTATO,LAND,0
Beta,ot3,POTATO,WATER,0
Beta,ot3,POTATO,LABOR,0
Beta,ot3,POTATO,SUPPL,0
Beta,ot3,PRTOM,LAND,0
Beta,ot3,PRTOM,WATER,0
Beta,ot3,PRTOM,LABOR,0
Beta,ot3,PRTOM,SUPPL,0
Beta,ot3,RICE,LAND,0
Beta,ot3,RICE,WATER,0
Beta,ot3,RICE,LABOR,0
Beta,ot3,RICE,SUPPL,0
Beta,ot3,SAFLR,LAND,0
Beta,ot3,SAFLR,WATER,0
Beta,ot3,SAFLR,LABOR,0
Beta,ot3,SAFLR,SUPPL,0
Beta,ot3,SBEET,LAND,0
Beta,ot3,SBEET,WATER,0
Beta,ot3,SBEET,LABOR,0
Beta,ot3,SBEET,SUPPL,0
Beta,ot3,SUBTRP,LAND,0.01
Beta,ot3,SUBTRP,WATER,0.99
Beta,ot3,SUBTRP,LABOR,0
Beta,ot3,SUBTRP,SUPPL,0
Beta,ot3,VINE,LAND,0
Beta,ot3,VINE,WATER,0
Beta,ot3,VINE,LABOR,0
Beta,ot3,VINE,SUPPL,0
Beta,ot1,ALFAL,LAND,0
Beta,ot1,ALFAL,WATER,0
Beta,ot1,ALFAL,LABOR,0
Beta,ot1,ALFAL,SUPPL,0
Beta,ot1,ALPIS,LAND,0
Beta,ot1,ALPIS,WATER,1
Beta,ot1,ALPIS,LABOR,0
Beta,ot1,ALPIS,SUPPL,0
Beta,ot1,CORN,LAND,0
Beta,ot1,CORN,WATER,0
Beta,ot1,CORN,LABOR,0
Beta,ot1,CORN,SUPPL,0
Beta,ot1,COTTN,LAND,0
Beta,ot1,COTTN,WATER,0
Beta,ot1,COTTN,LABOR,0
Beta,ot1,COTTN,SUPPL,0
Beta,ot1,CUCUR,LAND,0
Beta,ot1,CUCUR,WATER,0
Beta,ot1,CUCUR,LABOR,0
Beta,ot1,CUCUR,SUPPL,0
Beta,ot1,DRYBN,LAND,0
Beta,ot1,DRYBN,WATER,0
Beta,ot1,DRYBN,LABOR,0
Beta,ot1,DRYBN,SUPPL,0
Beta,ot1,FRTOM,LAND,0
Beta,ot1,FRTOM,WATER,0
Beta,ot1,FRTOM,LABOR,0
Beta,ot1,FRTOM,SUPPL,0
Beta,ot1,GRAIN,LAND,0
Beta,ot1,GRAIN,WATER,0
Beta,ot1,GRAIN,LABOR,0
Beta,ot1,GRAIN,SUPPL,0
Beta,ot1,ONGAR,LAND,0
Beta,ot1,ONGAR,WATER,0
Beta,ot1,ONGAR,LABOR,0
Beta,ot1,ONGAR,SUPPL,0
Beta,ot1,OTHDEC,LAND,0.01
Beta,ot1,OTHDEC,WATER,0.99
Beta,ot1,OTHDEC,LABOR,0
Beta,ot1,OTHDEC,SUPPL,0
Beta,ot1,OTHFLD,LAND,0
Beta,ot1,OTHFLD,WATER,0
Beta,ot1,OTHFLD,LABOR,0
Beta,ot1,OTHFLD,SUPPL,0
Beta,ot1,OTHTRK,LAND,0
Beta,ot1,OTHTRK,WATER,0
Beta,ot1,OTHTRK,LABOR,0
Beta,ot1,OTHTRK,SUPPL,0
Beta,ot1,PASTR,LAND,0
Beta,ot1,PASTR,WATER,0
Beta,ot1,PASTR,LABOR,0
Beta,ot1,PASTR,SUPPL,0
Beta,ot1,POTATO,LAND,0
Beta,ot1,POTATO,WATER,0
Beta,ot1,POTATO,LABOR,0
Beta,ot1,POTATO,SUPPL,0
Beta,ot1,PRTOM,LAND,0
Beta,ot1,PRTOM,WATER,0
Beta,ot1,PRTOM,LABOR,0
Beta,ot1,PRTOM,SUPPL,0
Beta,ot1,RICE,LAND,0
Beta,ot1,RICE,WATER,0
Beta,ot1,RICE,LABOR,0
Beta,ot1,RICE,SUPPL,0
Beta,ot1,SAFLR,LAND,0
Beta,ot1,SAFLR,WATER,0
Beta,ot1,SAFLR,LABOR,0
Beta,ot1,SAFLR,SUPPL,0
Beta,ot1,SBEET,LAND,0
Beta,ot1,SBEET,WATER,0
Beta,ot1,SBEET,LABOR,0
Beta,ot1,SBEET,SUPPL,0
Beta,ot1,SUBTRP,LAND,0
Beta,ot1,SUBTRP,WATER,0
Beta,ot1,SUBTRP,LABOR,0
Beta,ot1,SUBTRP,SUPPL,0
Beta,ot1,VINE,LAND,0.01
Beta,ot1,VINE,WATER,0.99
Beta,ot1,VINE,LABOR,0
Beta,ot1,VINE,SUPPL,0
